customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00955,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.13,5554.78,0
CUST-00956,Female,1,No,Yes,20,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,93.38,1827.69,0
CUST-00957,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,77.84,2097.73,0
CUST-00958,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.52,2983.56,0
CUST-00959,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.1,1015.95,0
CUST-00960,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.69,1594.35,1
CUST-00961,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1256.01,0
CUST-00962,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,83.22,5698.71,0
CUST-00963,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.25,286.76,1
CUST-00964,Male,0,No,No,28,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.36,1801.9,1
CUST-00965,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),114.64,8606.32,0
CUST-00966,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.94,80.19,0
CUST-00967,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,63.08,62.31,0
CUST-00968,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.29,2338.31,1
CUST-00969,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,101.04,1066.2,0
CUST-00970,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.08,2062.45,1
CUST-00971,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.72,972.35,0
CUST-00972,Male,0,No,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,42.58,84.84,1
CUST-00973,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,47.24,3279.41,0
CUST-00974,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.3,691.99,1
CUST-00975,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.89,1402.24,1
CUST-00976,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.71,815.76,0
CUST-00977,Female,1,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,83.11,4585.3,0
CUST-00978,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,87.93,0
CUST-00979,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.23,74.29,0
CUST-00980,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.78,6901.25,1
CUST-00981,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),43.75,3306.05,0
CUST-00982,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,69.36,637.52,0
CUST-00983,Male,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.56,20.74,0
CUST-00984,Female,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,58.85,1949.41,0
CUST-00985,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),70.7,2436.73,0
CUST-00986,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.05,4435.22,0
CUST-00987,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.98,961.61,1
CUST-00988,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,49.09,283.99,0
CUST-00989,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.81,1324.1,0
CUST-00990,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,49.81,1266.08,0
CUST-00991,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.91,2675.08,0
CUST-00992,Female,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),67.48,4886.71,0
CUST-00993,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.69,2339.38,0
CUST-00994,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,65.6,317.54,0
CUST-00995,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.81,522.45,0
CUST-00996,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,71.57,987.92,0
CUST-00997,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,62.76,1188.22,0
CUST-00998,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.56,3490.06,0
CUST-00999,Male,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.01,1546.22,0
CUST-01000,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.66,97.18,1
CUST-01001,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),79.42,1453.97,1
CUST-01002,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,69.66,551.97,0
CUST-01003,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.74,345.66,1
CUST-01004,Male,0,No,No,39,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,74.71,2811.06,0
CUST-01005,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),115.78,3446.36,0
CUST-01006,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.72,607.32,0
CUST-01007,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.74,1298.84,0
CUST-01008,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.48,311.69,0
CUST-01009,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.4,170.32,1
CUST-01010,Male,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,45.14,486.64,0
CUST-01011,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.79,1175.59,0
CUST-01012,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.52,4477.35,0
CUST-01013,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.8,1338.22,0
CUST-01014,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.68,2882.44,1
CUST-01015,Female,0,No,No,25,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,1999.55,0
CUST-01016,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),86.99,959.57,0
CUST-01017,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.79,162.52,1
CUST-01018,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),62.96,1850.56,0
CUST-01019,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.78,433.74,0
CUST-01020,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.2,2854.86,0
CUST-01021,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.89,370.61,0
CUST-01022,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,4833.86,0
CUST-01023,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.82,1248.06,0
CUST-01024,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.88,262.22,1
CUST-01025,Female,0,No,No,65,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),56.82,3748.47,0
CUST-01026,Female,1,No,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,47.86,737.4,0
CUST-01027,Male,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),47.6,3121.5,0
CUST-01028,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),38.79,40.62,0
CUST-01029,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.78,2320.51,0
CUST-01030,Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),46.84,90.82,1
CUST-01031,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,25.6,126.8,0
CUST-01032,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.44,813.27,0
CUST-01033,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,75.11,770.03,0
CUST-01034,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.29,623.03,1
CUST-01035,Female,1,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,89.39,4525.99,0
CUST-01036,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1249.77,0
CUST-01037,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),91.64,707.01,0
CUST-01038,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,50.52,636.36,0
CUST-01039,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.83,2409.82,0
CUST-01040,Male,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,85.76,4855.59,0
CUST-01041,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.35,3569.84,0
CUST-01042,Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.66,485.41,1
CUST-01043,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.6,583.36,1
CUST-01044,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.23,318.07,1
CUST-01045,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),67.31,805.64,0
CUST-01046,Male,1,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,67.57,67.61,1
CUST-01047,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),84.72,608.19,0
CUST-01048,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.56,474.19,0
CUST-01049,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.45,315.34,0
CUST-01050,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,86.68,6230.48,0
CUST-01051,Male,1,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.52,2500.04,0
CUST-01052,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.83,50.53,1
CUST-01053,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,45.14,3056.41,0
CUST-01054,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,61.4,4458.23,0
CUST-01055,Male,1,Yes,Yes,22,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),24.69,532.87,0
CUST-01056,Female,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,28.37,330.85,0
CUST-01057,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,99.81,875.08,1
CUST-01058,Female,0,No,No,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.46,151.16,1
CUST-01059,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.43,478.34,1
CUST-01060,Male,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,93.6,90.1,1
CUST-01061,Male,1,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,45.17,1004.06,0
CUST-01062,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.2,927.9,1
CUST-01063,Male,0,Yes,No,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,45.17,948.35,0
CUST-01064,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.25,1066.7,0
CUST-01065,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),62.19,678.53,0
CUST-01066,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.04,372.85,0
CUST-01067,Male,1,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.8,846.07,0
CUST-01068,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1042.67,0
CUST-01069,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),71.59,2473.12,0
CUST-01070,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,77.44,1396.15,1
CUST-01071,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.43,1922.17,0
CUST-01072,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.61,4542.1,0
CUST-01073,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.64,39.04,1
CUST-01074,Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,76.93,396.76,0
CUST-01075,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.32,190.29,1
CUST-01076,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.95,991.74,0
CUST-01077,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.68,1150.21,0
CUST-01078,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.69,1688.23,0
CUST-01079,Male,1,No,No,61,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,46.14,2865.22,0
CUST-01080,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,79.13,77.41,0
CUST-01081,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,87.14,1421.16,0
CUST-01082,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,81.09,1316.2,0
CUST-01083,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.38,5351.45,0
CUST-01084,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,74.96,582.62,0
CUST-01085,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.13,260.71,1
CUST-01086,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,88.44,346.94,0
CUST-01087,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.87,2086.58,1
CUST-01088,Female,0,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,48.18,748.53,0
CUST-01089,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,80.34,3536.3,0
CUST-01090,Female,1,Yes,No,12,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,64.55,791.64,0
CUST-01091,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.63,80.48,1
CUST-01092,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),83.56,1241.34,0
CUST-01093,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.17,4547.99,0
CUST-01094,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,59.12,948.5,0
CUST-01095,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,80.04,4514.06,0
CUST-01096,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.97,299.54,0
CUST-01097,Female,1,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.98,817.07,0
CUST-01098,Female,1,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.9,1154.24,0
CUST-01099,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,28.4,203.7,0
CUST-01100,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,59.3,468.63,0
CUST-01101,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.15,78.06,1
CUST-01102,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.09,125.81,1
CUST-01103,Male,1,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.4,924.12,0
CUST-01104,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.82,315.89,0
CUST-01105,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),38.47,626.75,0
CUST-01106,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.25,394.84,0
CUST-01107,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.35,2123.42,0
CUST-01108,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.83,388.4,1
CUST-01109,Male,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.14,1812.19,1
CUST-01110,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.38,291.68,1
CUST-01111,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,80.07,3485.76,0
CUST-01112,Female,0,Yes,No,26,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,66.87,1819.95,0
CUST-01113,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.89,1908.74,0
CUST-01114,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,86.27,3308.71,1
CUST-01115,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,67.46,827.66,0
CUST-01116,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,89.92,1525.92,0
CUST-01117,Male,1,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,45.1,1238.46,1
CUST-01118,Male,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.84,343.2,0
CUST-01119,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.54,372.12,0
CUST-01120,Female,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.0,704.03,0
CUST-01121,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.12,220.97,0
CUST-01122,Male,1,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,118.1,4661.41,0
CUST-01123,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,100.81,105.46,0
CUST-01124,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.57,210.17,1
CUST-01125,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.47,1470.28,0
CUST-01126,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,52.02,298.38,0
CUST-01127,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),112.86,1996.54,0
CUST-01128,Female,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),67.19,3984.18,0
CUST-01129,Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),41.21,41.0,1
CUST-01130,Female,1,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.46,4283.86,0
CUST-01131,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.84,25.39,0
CUST-01132,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,48.32,245.37,1
CUST-01133,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),84.99,83.96,1
CUST-01134,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.06,1804.98,1
